anz
538	23
539	19
540	28
541	24
542	25
543	39
544	25
545	29
546	32
547	20
548	27
549	19
550	17
551	18
552	34
553	31
554	27
555	30
556	34
557	23
558	27
559	26
560	21
561	22
562	30
563	16
564	15
565	16
566	26
567	26
568	25
569	26
570	33
571	22
572	24
573	22
574	28
575	27
576	29
577	35
578	22
579	20
580	23
581	30
582	25
583	18
584	29
585	32
586	32
587	32
588	31
589	25
590	20
591	37
592	29
593	29
594	27
595	30
596	24
597	25
598	33
599	33
600	30
601	31
602	30
603	31
604	24
605	21
606	14
607	24
608	22
609	29
610	21
611	28
612	23
613	23
614	33
615	32
616	23
617	37
618	28
619	23
620	34
621	25
622	24
623	23
624	26
625	20
626	32
627	24
628	28
629	34
630	24
631	26
632	20
633	28
634	30
635	26
636	31
637	14
638	26
639	24
640	30
641	22
642	24
643	32
644	20
645	19
646	23
647	33
648	24
649	23
650	31
651	27
652	28
653	27
654	19
655	17
656	29
657	27
658	19
659	24
660	25
661	31
662	24
663	21
664	34
665	22
666	22
667	22
668	28
669	26
670	30
671	29
672	21
673	23
674	26
675	19
676	19
677	17
678	24
679	24
680	28
681	27
682	18
683	20
684	20
685	28
686	24
687	19
688	19
689	24
690	18
691	16
692	21
693	22
694	33
695	31
696	29
697	22
698	31
699	29
700	13
701	25
702	25
703	31
704	24
705	29
706	18
707	30
708	22
709	30
710	21
711	32
712	18
713	28
714	27
715	21
716	22
717	23
718	25
719	24
720	23
721	19
722	22
723	23
724	27
725	33
726	29
727	21
728	23
729	35
730	24
731	17
732	21
733	35
734	24
735	25
736	21
737	19
738	18
739	23
740	21
741	26
742	31
743	22
744	27
745	28
746	24
747	32
748	23
749	36
750	15
751	28
752	16
753	18
754	26
755	29
756	20
757	32
758	21
759	22
760	26
761	27
762	27
763	23
764	20
765	25
766	17
767	20
768	25
769	22
770	29
771	25
772	28
773	17
774	28
775	26
776	20
777	17
778	26
779	32
780	17
781	27
782	23
783	25
784	31
785	20
786	26
787	25
788	24
789	24
790	30
791	35
792	25
793	22
794	28
795	35
796	24
797	23
798	23
799	30
800	23
801	29
802	30
803	29
804	19
805	36
806	20
807	30
808	21
809	23
810	34
811	28
812	20
813	23
814	20
815	16
816	24
817	20
818	22
819	25
820	24
821	35
822	25
823	25
824	18
825	24
826	25
827	24
828	30
829	17
830	27
831	21
832	24
833	26
834	21
835	33
836	24
837	25
838	36
839	39
840	23
841	31
842	23
843	32
844	20
845	19
846	29
847	26
848	30
849	28
850	23
851	28
852	28
853	25
854	30
855	26
856	23
857	15
858	27
859	26
860	26
861	27
862	24
863	32
864	31
865	32
866	35
867	15
868	16
869	41
870	13
871	16
872	17
873	22
874	24
875	21
876	21
877	31
878	32
879	19
880	25
881	19
882	23
883	25
884	19
885	24
886	21
887	26
888	27
889	21
890	19
891	22
892	26
893	31
894	18
895	28
896	23
897	26
898	30
899	24
900	16
901	27
902	27
903	25
904	32
905	28
906	17
907	20
908	25
909	22
910	29
911	16
912	25
913	18
914	25
915	16
916	16
917	27
918	19
919	29
920	30
921	21
922	25
923	27
924	14
925	21
926	25
927	26
928	19
929	26
930	30
931	26
932	27
933	21
934	25
935	28
936	20
937	31
938	32
939	26
940	25
941	29
942	28
943	27
944	22
945	24
946	22
947	22
948	19
949	13
950	16
951	24
952	24
953	29
954	38
955	20
956	21
957	24
958	27
959	26
960	32
961	27
962	30
963	22
964	30
965	22
966	25
967	27
968	32
969	25
970	30
971	20
972	29
973	18
974	18
975	22
976	27
977	23
978	31
979	20
980	21
981	26
982	17
983	25
984	26
985	15
986	24
987	25
988	27
989	20
990	26
991	27
992	25
993	29
994	19
995	26
996	17
997	17
998	26
999	20
1000	21
